Gambit,0.0027884344609599592,0.003972142751778639,0.9918553657317513,0.0013840570555101674
Gimmick,0.004994848488852249,0.04935089602426487,0.9307481563212014,0.014906099165681303
Drippay,0.0010939189726929283,0.016184977241368352,0.9781686716902939,0.004552432095644761
SquishyMuffinz,0.014190145218907784,0.04493416265911279,0.8179384993511646,0.12293719277081466
DarkFire,0.06969209660315843,0.13104521293459126,0.7611181748386687,0.03814451562358155
kuxir97,0.0021221952335992583,0.005871802820974933,0.9577522799697897,0.03425372197563598
JKnaps,0.007788607096624872,0.15413274942547062,0.7543608033084306,0.0837178401694739
Express,0.04045454398954623,0.086494930809858,0.7306148103661345,0.14243571483446124
GarrettG,0.0018019758045135148,0.03746189393858534,0.8852280910400262,0.07550803921687485
M1k3Rules,0.08119345471216179,0.0032974669884583857,0.89326946382405,0.022239614475330054
JSTN,0.012657191727966937,0.018706405691744993,0.2231793411880114,0.7454570613922769
CJCJ,0.04873479182423493,0.10055568073018452,0.6029799610427994,0.24772956640278124
Kaydop,0.005774569120462765,0.06143510172366072,0.7961980305697215,0.1365922985861552
Markydooda,0.02163463270424691,0.017820877759695146,0.9255159333943602,0.03502855614169765
Maestro,0.02112763822988683,0.1600061381904823,0.7588015093298138,0.06006471424981688
Delusion,0.007602691496246632,0.7866795433871806,0.08291422088671256,0.12280354422985998
Bango,0.0033009311277093214,0.9728291624998897,0.01920256522310198,0.004667341149299036
Vince,0.01302139167298156,0.954586043824717,0.02318016808595576,0.009212396416345721
Kronovi,0.06269809071570497,0.07416369293297588,0.5842139183850341,0.27892429796628504
Nielskoek,0.006883653517768851,0.9538154920551233,0.026456821944216086,0.012844032482891858
Julz,0.12356507438968284,0.13584066603763845,0.06372967813113851,0.6768645814415402
gReazy,0.011769686832338493,0.011891157531933658,0.22900981511456703,0.7473293405211607
Fireburner,0.03663025509548086,0.03136008259681111,0.7918535838130872,0.14015607849462064
ViolentPanda,0.014712235143177063,0.0059600824457316,0.21827591500959845,0.7610517674014927
shadey,0.0801704693442942,0.16026057024643334,0.15157187695730717,0.6079970834519655
